SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI
535658,PAWANSUT    ,X ,Q,2.70,2.70,2.67,2.67,2.67,2.58,7,504,1347.00,
535693,BRAHM INFRA ,X ,Q,30.00,31.00,29.95,29.95,29.95,33.80,16,3021,91320.00,
535730,KHOOBSURAT  ,X ,Q,0.19,0.19,0.19,0.19,0.19,0.19,12,34236,6504.00,
535754,ORIENT CEM  ,B ,Q,123.45,127.40,121.55,124.10,124.80,125.15,97,9460,1185374.00,
535755,ABFRL       ,A ,Q,149.90,154.30,149.75,150.25,150.45,150.95,1266,85231,12917658.00,
535789,IBUL HSG FIN,A ,Q,1231.00,1249.50,1210.65,1216.95,1218.10,1242.05,1103,46515,56814567.00,
536128,VKJINFRA    ,XT,Q,1.22,1.26,1.20,1.21,1.25,1.25,115,96018,117780.00,
536170,KUSHAL      ,T ,Q,79.55,80.45,79.20,79.40,79.50,79.45,1909,346678,27692172.00,
536264,TIGER LOGS  ,X ,Q,214.95,217.60,210.10,213.60,215.00,211.50,78,6291,1347219.00,
536493,JKAGRI GEN  ,X ,Q,1455.00,1508.00,1435.00,1469.00,1469.00,1458.80,93,2704,3983580.00,
536507,FUTLIF FAS  ,A ,Q,445.00,455.65,439.40,444.10,444.10,447.25,263,4793,2133532.00,
536659,PVVINFRA    ,X ,Q,18.10,18.10,17.90,17.95,17.90,18.80,6,450,8082.00,
536709,INDRENEW    ,XT,Q,21.70,23.10,21.35,23.10,23.10,22.30,18,20000,460515.00,
536738,STELLAR CAP ,M ,Q,5.15,5.15,5.15,5.15,5.15,5.42,2,12000,61800.00,
536773,JIN POLY INV,B ,Q,52.45,52.50,50.35,52.00,52.00,53.00,13,1094,56885.00,
536799,SRS FINANCE ,X ,Q,0.42,0.42,0.42,0.42,0.42,0.42,7,2276,955.00,
536960,M100        ,B ,Q,21.45,21.45,20.52,21.00,21.00,20.90,10,911,19349.00,
536965,BP CAPITAL  ,XT,Q,8.49,8.49,8.49,8.49,8.49,8.49,1,500,4245.00,
536974,CAPTAIN POLY,X ,Q,158.10,164.85,156.00,158.00,158.00,160.00,31,3276,517508.00,
537007,NIFTYIWIN   ,B ,Q,110.00,111.82,110.00,111.11,111.04,111.16,37,1281,142333.00,
537008,NIF100IWIN  ,B ,Q,117.39,117.39,117.39,117.39,117.39,116.22,2,23,2699.00,
537069,ARNOLD HOLD ,X ,Q,8.50,8.87,8.01,8.49,8.50,8.50,36,62863,550445.00,
537092,MODEX INT   ,XT,Q,38.50,38.50,38.50,38.50,38.50,36.70,11,13300,512050.00,
537119,TENTIMETAL  ,M ,Q,3.40,3.40,3.40,3.40,3.40,3.30,1,10000,34000.00,
537253,SUNIL HEALTH,X ,Q,80.00,80.00,73.10,74.05,73.15,77.40,44,4757,362427.00,
537254,RCI IND     ,B ,Q,137.15,141.90,130.20,130.65,130.65,138.20,501,39656,5286010.00,
537259,SUYOG TELE  ,B ,Q,370.00,370.00,342.00,343.05,343.05,359.00,14,332,121782.00,
537291,NATH BIOGEN ,B ,Q,560.05,562.15,537.20,541.50,537.55,558.60,418,15123,8377458.00,
537292,AGRI TECH   ,B ,Q,122.20,127.60,122.05,123.10,122.85,127.45,71,3325,413305.00,
537524,VIAANINDUS  ,X ,Q,31.55,32.70,30.25,31.30,31.30,31.55,324,129106,4074840.00,
537536,DENIS CHEM  ,X ,Q,81.45,82.50,80.10,81.70,80.10,84.70,4,10,815.00,
537582,UNISHIRE    ,M ,Q,9.43,9.43,9.43,9.43,9.43,9.26,6,110000,1037300.00,
537708,KOTAKNIFTY  ,B ,Q,110.00,111.00,110.00,110.00,110.00,109.00,9,392,43194.00,
537750,KIRAN VYPAR ,X ,Q,152.50,160.00,152.50,154.80,155.00,151.15,29,1057,164192.00,
537766,BCP LTD     ,B ,Q,162.00,185.90,159.80,175.40,172.50,158.60,1662,279754,48794409.00,
537800,MANGALAM IND,X ,Q,1.25,1.25,1.20,1.25,1.25,1.14,13,6530,8156.00,
537820,VFL         ,B ,Q,4.65,4.65,4.65,4.65,4.65,4.89,7,1510,7021.00,
537839,PHOENIX TN  ,X ,Q,17.45,17.45,15.95,16.80,16.80,16.70,21,2455,39426.00,
537840,RAUNAQEPC   ,X ,Q,134.00,143.75,133.35,141.80,143.70,141.00,12,134,18284.00,
537954,SKP         ,T ,Q,5.24,5.24,5.24,5.24,5.24,5.34,12,2100,11004.00,
538019,OBI LTD     ,B ,Q,125.40,125.40,119.15,119.15,119.15,125.40,68,3919,472621.00,
538057,CPSE ETF    ,B ,Q,28.00,28.15,27.75,27.86,27.88,28.02,110,73146,2043555.00,
538081,HARIA APL   ,X ,Q,3.10,3.10,3.10,3.10,3.10,3.10,1,2,6.00,
538092,JOONKTOLLEE ,X ,Q,155.50,155.50,153.00,153.00,153.00,155.80,2,182,28276.00,
538119,RNB DENIMS  ,M ,Q,50.50,50.50,49.00,49.00,49.00,50.00,3,7500,373750.00,
538128,WOMENS NEXT ,M ,Q,65.00,68.00,64.25,64.90,64.25,64.25,5,10000,657500.00,
538180,GOLD LINE   ,X ,Q,7.98,7.98,7.98,7.98,7.98,8.14,1,1,7.00,
538212,SHARP INV   ,X ,Q,0.54,0.54,0.54,0.54,0.54,0.54,4,212,114.00,
538268,WONDERLA    ,B ,Q,363.65,365.00,355.05,357.60,359.05,359.20,72,1835,661933.00,
538319,GCM CAPI    ,M ,Q,2.78,2.78,2.78,2.78,2.78,2.78,1,1000,2780.00,
538364,BCPAL       ,XT,Q,1.25,1.25,1.23,1.23,1.23,1.25,60,30914,38225.00,
538365,ADHUNIKIND  ,B ,Q,76.90,76.90,69.60,72.25,72.35,73.25,40,3897,283218.00,
538422,JACKSON     ,XT,Q,1.64,1.64,1.64,1.64,1.64,1.67,6,78,127.00,
538423,ALPS MOTOR  ,X ,Q,7.25,7.25,7.25,7.25,7.25,7.39,23,3168,22968.00,
538432,DIVINUS     ,X ,Q,100.10,110.60,100.10,105.10,105.00,105.35,7,1720,180782.00,
538464,TPROJECT    ,XT,Q,27.00,27.00,27.00,27.00,27.00,27.00,20,3096,83592.00,
538476,CTL         ,X ,Q,4.18,4.24,4.00,4.12,4.11,4.25,52,40340,164517.00,
538521,CROWNTOURS  ,X ,Q,15.00,15.40,15.00,15.40,15.40,15.00,2,300,4580.00,
538539,JTAPARIA    ,X ,Q,8.65,8.77,8.65,8.66,8.66,8.65,1092,824181,7156644.00,
538546,BANSAL ROOF ,M ,Q,46.00,46.00,46.00,46.00,46.00,49.00,1,3000,138000.00,
538547,OASIS       ,B ,Q,30.15,30.25,30.05,30.05,30.05,31.60,42,19230,578058.00,
538557,SAIBABA     ,X ,Q,5.66,5.66,5.66,5.66,5.66,5.77,4,763,4318.00,
538562,SKIPPER     ,B ,Q,191.10,195.90,190.10,193.05,195.50,190.95,83,2057,396396.00,
538566,BESTSTEEL   ,X ,Q,173.80,173.80,166.25,167.20,166.25,170.10,126,23390,3939780.00,
538567,GULFOIL LUB ,B ,Q,915.00,915.00,876.20,892.75,890.00,902.00,139,1379,1229878.00,
538598,VISHAL      ,B ,Q,476.00,595.00,476.00,582.35,588.00,589.00,37,20994,12339467.00,
538607,TOYAMIND    ,X ,Q,3.26,3.53,3.26,3.44,3.49,3.41,198,1074443,3594065.00,
538608, DWITIYA    ,XT,Q,70.30,70.30,70.30,70.30,70.30,74.00,19,23499,1651979.00,
538635,SNOWMAN     ,B ,Q,54.55,54.85,52.40,52.80,52.80,50.35,2124,436751,23351160.00,
538653,EML         ,X ,Q,21.45,22.25,21.45,22.20,22.20,21.85,1801,1269966,27883338.00,
538666,SHARDACROP  ,A ,Q,430.05,464.40,430.05,445.05,447.70,426.55,1227,385967,171982959.00,
538683,RELSENSEX   ,B ,Q,370.00,373.44,370.00,372.50,372.50,369.74,3,4,1488.00,
538685,SHEMAROO    ,B ,Q,469.60,474.30,453.00,454.00,454.00,461.70,67,1358,626838.00,
538706,ULTRACAB    ,B ,Q,89.70,96.95,89.05,89.65,89.05,93.05,60,4645,429063.00,
538708,ETIL        ,X ,Q,17.85,18.25,16.96,17.86,17.90,17.57,69,29192,516863.00,
538713,ATISHAY     ,B ,Q,82.30,84.15,82.30,84.15,84.15,80.15,18,5877,494373.00,
538715,DHABRIYA    ,T ,Q,139.80,154.50,139.80,152.00,152.00,147.15,61,8571,1310442.00,
538730,PDSMFL      ,B ,Q,311.00,311.00,308.00,308.00,308.00,310.15,16,892,275786.00,
538732,VGCL        ,T ,Q,60.00,61.00,57.00,57.00,57.00,60.00,21,5096,302911.00,
538733,STARLIT     ,B ,Q,13.00,13.00,13.00,13.00,13.00,13.00,1,4,52.00,
538734,CEINSYSTECH ,B ,Q,142.50,142.50,141.55,142.00,142.00,149.00,6,1446,205021.00,
538742,PANACHE     ,XT,Q,36.50,36.50,36.50,36.50,36.50,36.50,11,15000,547500.00,
538765,JSHL        ,M ,Q,4.60,4.60,4.60,4.60,4.60,4.50,2,10000,46000.00,
538770,CRANE INFRA ,X ,Q,6.94,6.94,6.94,6.94,6.94,7.30,2,250,1735.00,
538771,PINCON      ,B ,Q,25.05,25.50,23.60,23.60,23.60,24.80,440,185119,4458016.00,
538772,NIYOGIN     ,B ,Q,100.60,104.65,100.60,101.00,101.00,102.65,19,3341,344568.00,
538778,AKASHDEEP   ,XT,Q,32.60,32.60,29.50,32.60,32.60,31.05,3,33,1038.00,
538787,GBFL        ,X ,Q,25.95,25.95,25.95,25.95,25.95,26.45,6,16,415.00,
538812,AANCHALISP  ,B ,Q,17.00,17.00,15.60,16.00,16.00,15.55,16,3061,49947.00,
538834,MEL         ,X ,Q,10.76,11.00,10.11,10.54,10.55,10.85,29,7857,83808.00,
538835,INTELLECT   ,A ,Q,204.45,213.20,204.00,209.30,209.30,203.95,2423,168610,35276771.00,
538836,MONTECARLO  ,B ,Q,505.30,509.00,497.10,500.00,497.10,508.95,37,470,235868.00,
538837,JSTL        ,X ,Q,39.00,39.00,38.85,38.85,38.85,40.90,8,1750,68197.00,
538838,ICL         ,XT,Q,18.60,18.60,18.60,18.60,18.60,18.60,1,50,930.00,
538858,CAMSONBIO   ,X ,Q,12.25,12.25,11.40,11.60,11.75,11.70,36,13069,150546.00,
538860,PANAFIC     ,XT,Q,0.32,0.32,0.32,0.32,0.32,0.31,10,36783,11770.00,
538861,AMSONS      ,T ,Q,1.80,1.80,1.80,1.80,1.80,1.88,8,542,975.00,
538891,SIPROJECTS  ,X ,Q,250.60,251.00,245.05,248.50,249.45,250.70,558,15561,3866064.00,
538896,KANCHI      ,XT,Q,291.00,308.00,279.00,279.30,279.00,293.65,186,16482,4690590.00,
538902,DHUN TEAIND ,B ,Q,285.60,285.60,280.10,285.50,285.50,286.90,8,111,31148.00,
538922,COSYN       ,X ,Q,81.25,83.90,81.20,82.35,83.00,82.65,44,3874,318808.00,
538952,ALFL        ,XT,Q,1.45,1.45,1.45,1.45,1.45,1.45,1,8,11.00,
538961,GENUSPAPER  ,B ,Q,11.60,11.99,11.60,11.79,11.69,11.52,81,79692,940385.00,
538962,MINDACORP   ,B ,Q,181.10,184.90,178.60,181.00,181.00,180.20,246,23492,4251160.00,
538963,PACT        ,X ,Q,5.39,5.42,4.92,5.42,5.42,5.17,41,40806,215284.00,
538964,MERCURYLAB  ,XT,Q,390.00,390.00,389.50,389.50,389.50,410.00,3,32,12466.00,
538965,CONCORD     ,X ,Q,22.75,22.75,19.55,21.95,21.95,22.95,25,3134,66155.00,
538979,GRNLAM IND  ,B ,Q,1110.00,1111.10,1110.00,1110.00,1110.00,1100.50,5,36,39972.00,
538987,TALBROSENG  ,X ,Q,343.90,343.90,300.00,311.20,311.00,333.85,23,825,258805.00,
538992,SAPL        ,X ,Q,184.75,184.75,162.00,165.00,165.00,180.00,22,823,136628.00,
538993,PUROHITCON  ,XT,Q,6.84,7.56,6.84,7.56,7.56,7.20,3,681,5076.00,
539006,PTCIL       ,X ,Q,528.00,528.00,475.05,475.05,475.05,481.50,10,619,314581.00,
539007,PINCONLIFE  ,XT,Q,2.75,2.75,2.65,2.65,2.65,2.70,101,80973,219024.00,
539009,GBLIL       ,X ,Q,20.50,20.50,20.50,20.50,20.50,21.50,2,117,2398.00,
539011,CHENFERRO   ,XT,Q,12.19,12.19,12.19,12.19,12.19,11.61,1,75,914.00,
539013,GITARENEW   ,XT,Q,6.00,6.00,6.00,6.00,6.00,6.00,1,85,510.00,
539014,KALPACOMME  ,XT,Q,7.12,7.12,7.12,7.12,7.12,7.26,3,1000,7120.00,
539015,ORTEL       ,B ,Q,19.10,19.10,18.80,19.00,19.00,19.90,4,198,3770.00,
539016,NEIL        ,X ,Q,19.00,19.00,19.00,19.00,19.00,20.00,2,2,38.00,
539018,BEEKAY      ,X ,Q,355.00,369.00,335.10,345.10,345.00,353.10,44,820,290433.00,
539040,TTIL        ,X ,Q,4.59,5.10,4.59,5.05,5.05,5.10,13,1532,7684.00,
539042,AGIIL       ,B ,Q,110.00,116.95,105.85,106.90,106.90,111.40,563,234874,26017160.00,
539043,BKMINDST    ,B ,Q,28.40,28.60,27.30,28.00,27.45,28.65,17,2165,61552.00,
539044,MANAKSTELTD ,B ,Q,28.85,29.70,28.55,29.10,29.10,29.50,54,29285,854300.00,
539045,MNKALCOLTD  ,B ,Q,9.31,9.90,9.31,9.40,9.40,9.52,15,4267,40533.00,
539046,MNKCMILTD   ,B ,Q,15.20,15.20,13.60,14.00,13.70,14.70,21,1505,21372.00,
539056,ADLABS      ,B ,Q,46.00,47.00,44.80,45.10,45.20,46.85,79,7727,351963.00,
539083,INOXWIND    ,A ,Q,101.80,102.00,96.00,97.75,97.90,101.40,615,53032,5249033.00,
539098,FILTRA      ,M ,Q,22.00,22.00,19.30,21.10,21.10,22.00,5,37500,766500.00,
539099,ATHCON      ,M ,Q,15.45,15.45,15.40,15.40,15.40,15.40,4,10000,154250.00,
539112,SAB         ,X ,Q,54.90,54.90,54.90,54.90,54.90,57.75,2,100,5490.00,
539113,PML         ,X ,Q,4992.00,4992.00,4775.00,4794.00,4794.00,4944.00,7,12,58517.00,
539118,VRLLOG      ,B ,Q,437.85,437.85,410.05,413.05,415.50,420.55,114,1894,786787.00,
539120,BFFL        ,XT,Q,18.00,18.00,18.00,18.00,18.00,18.25,1,2,36.00,
539122,BODHTREE    ,X ,Q,70.00,70.00,65.35,66.60,67.80,68.60,81,6980,468803.00,
539123,VBIND       ,X ,Q,72.85,73.80,72.85,73.60,73.60,72.55,11398,726878,53422280.00,
539125,LAYLA       ,XT,Q,2.43,2.44,2.39,2.39,2.39,2.43,15,4228,10195.00,
539126,MEP         ,B ,Q,75.90,76.00,69.35,69.95,70.00,75.60,453,59250,4257076.00,
539131,CLLIMITED   ,X ,Q,25.30,26.25,24.00,24.10,24.50,25.05,67,13315,326639.00,
539132,VEGETABLE   ,X ,Q,5.70,5.75,5.47,5.61,5.61,5.50,28,30715,174372.00,
539141,UFO         ,B ,Q,378.00,378.00,356.00,361.55,361.55,372.40,117,856,315152.00,
539143,SBCL        ,X ,Q,78.10,78.10,78.10,78.10,78.10,78.00,2,50,3905.00,
539148,SHIVALIK    ,X ,Q,364.90,364.90,346.10,347.40,347.40,359.40,172,16441,5802722.00,
539149,ICSL        ,X ,Q,3.30,3.30,3.30,3.30,3.30,3.30,1,1,3.00,
539150,PNCINFRA    ,B ,Q,173.40,174.85,170.05,170.80,172.75,172.85,124,9205,1586324.00,
539151,ARFIN       ,X ,Q,407.00,424.00,401.05,420.30,422.00,409.90,12,230,95192.00,
539169,FUNNY       ,T ,Q,2.88,2.88,2.88,2.88,2.88,2.93,3,1333,3839.00,
539175,INDRAIND    ,X ,Q,32.05,38.95,32.05,38.40,38.40,35.55,11,3030,111522.00,
539176,HAWAENG     ,XT,Q,50.40,55.65,50.40,55.50,55.65,53.00,12,484,25587.00,
539177,AIIL        ,X ,Q,47.85,54.55,47.85,49.00,49.00,47.95,9,328,16101.00,
539195,POEL        ,X ,Q,80.15,81.50,79.35,80.00,80.00,81.65,82,11295,911862.00,
539196,AEL         ,X ,Q,21.55,21.90,20.85,21.25,21.45,21.90,40,11144,233831.00,
539198,CAPFIN      ,XT,Q,2.57,2.57,2.57,2.57,2.57,2.45,1,259,665.00,
539200,NOBPOL      ,XT,Q,0.37,0.37,0.37,0.37,0.37,0.37,1,100,37.00,
539201,SATIA       ,XT,Q,313.40,313.40,313.40,313.40,313.40,298.50,2,45,14103.00,
539207,MANPASAND   ,B ,Q,399.20,405.00,392.00,395.55,392.75,401.60,457,13373,5361914.00,
539216,JUNCTION    ,M ,Q,32.05,32.55,32.05,32.55,32.55,31.00,2,8000,258400.00,
539217,SRESTHA     ,X ,Q,11.75,12.25,11.29,12.05,12.25,11.88,131,102833,1187329.00,
539219,MUL         ,XT,Q,165.00,171.00,165.00,169.65,169.65,172.00,8,665,112810.00,
539220,MISHKA      ,B ,Q,20.50,20.80,20.00,20.10,20.10,20.55,10,3000,61225.00,
539223,AMBITION    ,M ,Q,43.95,45.00,42.05,42.05,42.05,43.90,12,36000,1569600.00,
539225,JIYAECO     ,B ,Q,132.50,137.95,130.05,132.70,131.50,132.50,236,20966,2812245.00,
539228,GGPL        ,B ,Q,49.05,49.50,49.05,49.05,49.05,50.05,307,98921,4858113.00,
539229,MRSS        ,M ,Q,219.55,220.00,212.00,215.75,218.00,221.50,10,6600,1423200.00,
539235,GPL         ,X ,Q,99.85,99.85,99.85,99.85,99.85,99.85,1,18,1797.00,
539251,BALKRISHNA  ,B ,Q,80.10,81.70,77.60,77.60,77.60,77.60,30,4396,345404.00,
539252,SCFL        ,T ,Q,10.81,11.50,10.81,11.20,11.20,11.09,12,3474,38282.00,
539254,ADANITRANS  ,A ,Q,164.00,164.35,157.20,158.45,158.45,165.10,474,34008,5422999.00,
539255,STARDELTA   ,X ,Q,128.10,139.50,125.50,127.00,127.00,129.05,4,4032,534081.00,
539267,DRHABEEB    ,XT,Q,55.90,55.90,55.90,55.90,55.90,53.25,1,25,1397.00,
539268,SYNGENE     ,A ,Q,632.45,650.10,629.85,637.65,637.65,634.00,372,8515,5457619.00,
539274,BLFL        ,Z ,Q,8.96,8.97,8.13,8.97,8.97,8.55,7,2202,18070.00,
539275,MSL         ,M ,Q,100.40,100.40,100.35,100.35,100.35,99.00,2,3000,301125.00,
539276,KAYA        ,B ,Q,1082.50,1106.50,1062.00,1071.50,1062.00,1088.20,317,3130,3374543.00,
539278,SYMBIOX     ,XT,Q,1.28,1.28,1.28,1.28,1.28,1.30,5,2350,3008.00,
539287,ORTINLAABS  ,B ,Q,15.10,15.50,15.10,15.50,15.50,15.75,11,4750,72862.00,
539289,MJCO        ,B ,Q,528.15,555.00,515.10,520.80,520.80,524.30,2528,60529,32427002.00,
539290,BINDALAGRO  ,B ,Q,26.35,26.65,25.90,26.05,26.40,26.20,26,6948,181627.00,
539300,AKSPINTEX   ,X ,Q,36.75,36.75,33.25,35.90,35.90,35.00,4,14,476.00,
539301,ARVSMART    ,B ,Q,184.15,184.90,182.50,183.45,183.00,183.85,43,7420,1367503.00,
539302,POWERMECH   ,B ,Q,1084.00,1084.00,963.00,995.35,1012.55,997.40,258,3195,3214887.00,
539309,RAMASTEEL   ,B ,Q,183.00,186.90,177.70,177.75,186.90,187.05,18,1011,182175.00,
539312,UTISENSETF  ,B ,Q,365.00,366.80,365.00,366.80,366.80,364.45,2,2,731.00,
539314,UNIAUTO     ,M ,Q,74.50,74.50,70.50,70.50,70.50,73.85,2,4000,290000.00,
539331,VETO        ,B ,Q,219.80,222.05,214.60,219.85,218.80,217.60,91,6897,1506617.00,
539332,NAVKARCORP  ,A ,Q,163.00,165.10,160.00,162.10,162.30,162.20,258,8646,1404927.00,
539333,PENPEBS     ,B ,Q,77.90,78.35,76.55,77.15,77.50,77.70,31,1419,109682.00,
539334,SHREEPUSHK  ,B ,Q,214.00,231.70,213.00,224.80,223.25,209.20,1569,72091,16193244.00,
539335,CHPLIND     ,XT,Q,19.05,19.05,19.05,19.05,19.05,19.25,1,1000,19050.00,
539336,GUJGAS      ,A ,Q,847.95,893.00,847.00,885.40,886.00,842.50,820,11247,9937604.00,
539346,SADBHIN     ,B ,Q,133.90,134.95,132.25,134.60,134.45,133.95,41,2164,289190.00,
539351,PRABHAT     ,B ,Q,172.50,185.90,172.05,179.45,179.45,170.50,1078,38636,6998431.00,
539353,SWARAJAUTO  ,X ,Q,194.95,194.95,194.95,194.95,194.95,185.70,3,150,29242.00,
539354,POLYSPIN    ,X ,Q,130.05,131.00,128.10,128.30,128.10,133.00,12,1405,181510.00,
539359,PRITIKAUTO  ,XT,Q,191.60,191.60,188.00,188.00,188.00,191.60,40,9270,1751367.00,
539363,SKC         ,M ,Q,61.00,61.40,56.60,61.40,61.40,59.55,8,8000,479100.00,
539391,ACME        ,X ,Q,17.20,18.00,15.65,15.70,15.70,17.10,9,488,8297.00,
539392,SANGFROID   ,Z ,Q,1.20,1.20,1.20,1.20,1.20,1.17,1,10,12.00,
539398,VISHALBL    ,M ,Q,52.70,52.70,52.70,52.70,52.70,55.85,1,1875,98812.00,
539399,BELLACASA   ,B ,Q,194.00,194.00,160.05,187.00,187.00,185.05,20,1512,274688.00,
539400,MALLCOM     ,X ,Q,269.50,275.50,269.50,275.40,275.00,289.90,5,44,12073.00,
539401,PJL         ,M ,Q,82.70,82.70,82.70,82.70,82.70,83.50,1,1500,124050.00,
539402,VAL         ,M ,Q,19.90,19.90,19.90,19.90,19.90,19.90,5,24000,477600.00,
539404,SATIN       ,B ,Q,419.70,434.00,419.70,426.30,428.65,420.05,718,13437,5774278.00,
539407,GENCON      ,X ,Q,308.50,310.00,306.00,309.05,306.00,308.85,140,18922,5826724.00,
539409,NEERAJ      ,XT,Q,15.09,15.09,15.09,15.09,15.09,15.09,1,1,15.00,
539410,SIENERGY    ,X ,Q,13.05,13.65,12.90,13.25,13.25,13.00,266,413586,5459847.00,
539428,TEJNAKSH    ,M ,Q,119.95,123.95,117.00,117.00,117.00,111.25,5,9200,1105564.00,
539436,COFFEEDAY   ,B ,Q,337.35,337.45,326.00,329.50,330.00,337.35,519,20387,6779685.00,
539437,IDFCBANK    ,A ,Q,43.90,44.10,42.20,42.25,42.25,43.85,2730,893950,38280087.00,
539448,INDIGO      ,A ,Q,1169.70,1191.75,1150.20,1188.00,1188.00,1160.80,4005,63318,74677074.00,
539450,SHK         ,B ,Q,250.00,253.70,249.15,251.75,252.00,249.55,287,12954,3265756.00,
539455,DASL        ,XT,Q,26.50,26.55,26.05,26.55,26.55,25.35,11,17475,455898.00,
539470,SHREEGANES  ,X ,Q,427.00,429.00,385.30,429.00,429.00,427.00,5,26,11071.00,
539486,GEETANJ     ,XT,Q,1.64,1.64,1.64,1.64,1.64,1.64,2,2,3.00,
539516,HDFCNIFETF  ,B ,Q,1105.58,1116.12,1105.58,1113.66,1113.66,1111.00,4,4,4450.00,
539517,SXETF       ,B ,Q,3670.00,3670.00,3649.70,3660.00,3660.00,3642.00,65,6006,21935358.00,
539518,UDAYJEW     ,X ,Q,62.55,64.50,61.75,61.95,61.75,64.15,58,11044,693739.00,
539520,SHAILJA     ,XT,Q,14.18,14.18,14.16,14.17,14.16,14.11,46,16000,226771.00,
539523,ALKEM       ,A ,Q,1995.00,2000.00,1961.00,1978.80,1961.00,2000.60,79,678,1346144.00,
539524,LALPATHLAB  ,A ,Q,826.35,826.35,800.00,806.10,807.85,816.35,182,1817,1473033.00,
539527,CREATIVE    ,X ,Q,305.15,305.15,305.15,305.15,305.15,290.65,1,2,610.00,
539528,AAYUSH      ,X ,Q,51.00,54.50,51.00,52.20,51.50,55.20,15,2625,140907.00,
539542,LUXIND      ,B ,Q,2040.45,2045.10,2013.80,2035.00,2034.00,2048.90,104,774,1572933.00,
539551,NH          ,B ,Q,265.00,266.15,255.00,258.10,256.75,265.75,111,1705,443513.00,
539570,OFSTECH     ,M ,Q,21.30,21.30,21.30,21.30,21.30,21.30,1,6000,127800.00,
539595,NATECO      ,X ,Q,92.00,92.30,91.70,91.80,91.75,91.90,401,68005,6251499.00,
539596,DELTA       ,XT,Q,8.04,8.04,8.04,8.04,8.04,8.04,2,2,16.00,
539597,JSLHISAR    ,B ,Q,174.80,176.05,168.10,171.00,168.70,174.50,1147,116608,20108532.00,
539620,AINFRA      ,X ,Q,26.15,26.15,26.15,26.15,26.15,27.50,1,7,183.00,
539636,PRECAM      ,B ,Q,99.20,101.05,97.50,97.85,97.50,99.70,44,1672,165879.00,
539658,TEAMLEASE   ,B ,Q,2860.00,2917.85,2740.00,2754.20,2742.00,2846.45,489,2514,7118481.00,
539659,VIDLI       ,M ,Q,63.05,63.05,58.50,60.50,60.50,66.35,6,6000,362850.00,
539678,QUICKHEAL   ,B ,Q,339.50,344.00,321.80,324.50,324.50,340.10,991,65537,21782821.00,
539679,KAPILRAJ    ,X ,Q,10.35,10.35,10.35,10.35,10.35,10.55,14,1899,19654.00,
539693,ALORA       ,X ,Q,2.03,2.03,2.03,2.03,2.03,2.07,15,3613,7334.00,
539724,HYPERSOFT   ,X ,Q,6.30,6.30,6.00,6.00,6.00,6.80,18,4238,26146.00,
539725,GOKULAGRO   ,B ,Q,18.40,18.40,17.90,18.25,18.25,18.60,35,11016,201068.00,
539730,FREDUN      ,XT,Q,200.65,200.65,200.65,200.65,200.65,191.10,1,5,1003.00,
539739,KTKCPROS3G  ,F ,Q,10.55,10.55,10.55,10.55,10.55,10.50,1,1000,10550.00,
539742,SIMBHALS    ,B ,Q,12.35,12.78,12.05,12.20,12.20,12.54,6,237,2857.00,
539770,DARJEELING  ,XT,Q,24.85,24.85,22.65,24.25,23.80,23.70,48,17410,430658.00,
539773,ADVIKCA     ,XT,Q,4.37,4.37,4.37,4.37,4.37,4.60,1,1,4.00,
539785,PDMJEPAPER  ,B ,Q,29.55,30.10,28.40,28.65,28.65,29.60,146,33825,989824.00,
539787,HCG         ,B ,Q,308.20,308.20,298.75,299.25,299.00,304.85,93,1993,599571.00,
539798,UMIYA       ,M ,Q,86.00,90.90,86.00,88.45,90.90,88.35,2,2500,221125.00,
539799,BHARATWIRE  ,B ,Q,118.70,121.00,118.70,119.20,119.00,118.75,150,15431,1843918.00,
539807,INFIBEAM    ,A ,Q,168.00,168.10,165.50,166.50,165.55,166.85,3972,839919,139749553.00,
539839,FRANKLIN    ,M ,Q,18.50,18.50,18.20,18.25,18.25,18.25,10,40000,734200.00,
539841,LANCER      ,B ,Q,103.50,111.95,100.00,103.90,103.90,105.65,68,2088,215830.00,
539843,NINSYS      ,M ,Q,17.70,18.00,17.70,18.00,18.00,18.70,3,30000,536000.00,
539844,EQUITAS     ,A ,Q,166.50,167.75,165.40,165.85,165.50,165.40,552,61488,10224489.00,
539861,SKIL        ,B ,Q,28.05,28.05,25.45,25.45,25.45,26.75,37,8913,232043.00,
539871,THYROCARE   ,B ,Q,622.60,626.45,611.00,614.00,614.00,618.25,53,307,189746.00,
539872,BAJAJHCARE  ,M ,Q,415.00,415.00,415.00,415.00,415.00,399.40,1,400,166000.00,
539874,UJJIVAN     ,A ,Q,410.00,415.55,398.20,400.65,398.90,407.40,1183,75323,30358863.00,
539875,RSDFIN      ,X ,Q,54.65,54.65,54.65,54.65,54.65,52.15,1,2,109.00,
539876,CROMPTON    ,A ,Q,234.25,245.30,227.00,234.75,234.75,233.70,620,20788,4817560.00,
539883,PILANIINVS  ,T ,Q,2600.00,2600.00,2575.00,2600.00,2600.00,2619.90,4,22,57175.00,
539884,DARSHANORNA ,M ,Q,89.50,89.50,89.50,89.50,89.50,89.50,4,11000,984500.00,
